Needs,Feelings,ResponseID,Life_Satisfaction,Plan_graduate_thisyear,Feeling_today,Degree_programm,Faculty
"As a first -year students, I want to get to know more people of my year well. I feel that I didn't get that chance well and I think many others experience the same thing. It would be nice if something was done in the 2nd year in September in terms of group formation, or at least not a different working group every quarter but keeping it as possible.","Pretty fine, a bit nervous about the upcoming exams",1287,6,Nee,7,bachelor jaar 1,civiele techniek & geowetenschappen (citg)
"Many are alone, fewer people speak, much in the same room, little variation in my days.","I feel fine, nice weather, little stress",1288,8,Nee,7,anders,"werktuigbouwkunde, maritieme techniek & technische materiaalwetenschappen (3me)"
,"It is almost an exam week, so fairly busy",1289,7,Nee,7,masters jaar 2 +,civiele techniek & geowetenschappen (citg)
Little individual help and openness to students. There were only general tips for studying at home and no help about personal situations until you contacted a study advisor.,,1290,7,Nee,7,bachelor jaar 2,"electrotechniek, wiskunde & informatica (ewi)"
On Campus Study Place,,1291,7,Ja,7,bachelor jaar 3,"electrotechniek, wiskunde & informatica (ewi)"
,,1292,7,No,7,masters 1st year,"electrical engineering, mathematic, and computer sciences (eemcs)"
,,1293,6,Yes,8,bachelor 1st year,"electrical engineering, mathematic, and computer sciences (eemcs)"
I felt very lonely while studying at home. Especially being able to easily ask a fellow student or keeping a coffee break I missed a lot.,,1294,1,Ja,5,masters jaar 2 +,technische natuurwetenschappen (tnw)
no specific needs,,1295,4,Yes,6,bachelor 3rd year,"electrical engineering, mathematic, and computer sciences (eemcs)"
More free choice less rule from the university. Think for yourself instead of the proverbial herd. More real lectures.,,1296,6,Nee,7,masters jaar 1,civiele techniek & geowetenschappen (citg)
"See few friends and do not really have the opportunity to study together. That helps very much with motivation, because once it is gone it becomes very difficult.","I want to study, but it doesn't work. That is frustrating",1297,6,Nee,5,bachelor jaar 3,civiele techniek & geowetenschappen (citg)
"I cannot follow online instructions because the balance between classroom and individual working is no longer good (I do mathematics).
 I have discovered that without the hold of lectures and instructions at set times, I can plan very badly when I work on which subject (I can't do two unfinished things in one day, but I cannot do the homework for a course in one day off).","I feel stressed because I have to learn for a resit, but I actually have no energy for it",1298,3,Nee,3,bachelor jaar 3,"electrotechniek, wiskunde & informatica (ewi)"
a,,1299,3,Nee,3,anders,luchtvaart- en ruimtevaarttechniek (lr)
Very difficult to get in touch with professors who hardly respond to their mail. Less motivation to do things because everything is online.,,1300,7,Nee,5,masters jaar 2 +,civiele techniek & geowetenschappen (citg)
,,1301,5,Yes,5,masters 1st year,"mechanical, maritime, and material engineering (3me)"
Nonshole,Irritated,1302,2,No,4,masters 1st year,industrial design engineering (ide)
It is very difficult to separate study from your private life. Especially during the coronac crisis where your private life is almost 0. I once worked over myself once and the feeling that I had during this time has come back a number of times because I went on studying for too long.,Rather bother,1303,7,Nee,2,bachelor jaar 4 +,bouwkunde (bk)
"-
 
 Lack of contact with fellow students; - No contribution from the university for the Coronaproof making your home workplace or home studies; - It is annoying to get an uninspired mail from the Executive Board from time to time in which the 'resilience' of the students is praised (I have heard that term way too often now), while there is not really noticeable something for the students is done to meet them. It would have been nice if, for example, the rector Magnificus would organize some more activities, perhaps of a playful nature, to stay in contact with students. For the future: Prof. Fokkema visited Studenthuizen to talk to students and find out what is going on in their world, and read the newspaper together ('Read with the rector'). It would be very cool if Prof. van der Hagen would restore this to its former glory!","Fine! During the graduation, all days are rather similar, but the fact that I can sit together with a fellow student and especially the beautiful weather of lately make a lot of good!",1304,7,Nee,7,masters jaar 2 +,"electrotechniek, wiskunde & informatica (ewi)"
,,1305,4,No,6,bachelor 1st year,industrial design engineering (ide)
I Feel Like If Enough Students Are Vaccinated It Should Be Possible to Attend on Campus Lectures,,1306,6,No,7,bachelor 2nd year,"electrical engineering, mathematic, and computer sciences (eemcs)"
,Feeling Stressed About Finanicial Concerns Over The Tuition Fees,1307,5,Yes,4,masters 2nd year +,"mechanical, maritime, and material engineering (3me)"
,"I have been vaccinated and have had Corona and I am still very sick of it (I have 'Long Covid'), because of this I missed a lot of fun activities with friends and I am back at home with my parents ...",1308,4,Nee,3,bachelor jaar 1,"electrotechniek, wiskunde & informatica (ewi)"
I Just Feel Really Burnt Out. I find it nigh on impossible to concentrate at this point. Let me get that summer vacation and I'll be back in tip top condition.,,1309,1,No,3,bachelor 1st year,"electrical engineering, mathematic, and computer sciences (eemcs)"
no not really,"Much done, lots of productive (work, sports and thesis) but also relaxed in the swimming pool",1310,7,Ja,8,bachelor jaar 3,"techniek, bestuur en management (tbm)"
It is more difficult to bump into fellow students and staff and get ideas and feedback from almost a random person.,,1311,9,Ja,8,masters jaar 2 +,industrieel ontwerpen (io)
,,1312,,Nee,6,bachelor jaar 1,bouwkunde (bk)
"Low participation rate in online lessons -> frustrating.
 Measures, or relax thereof -> little support, poor compliance, high group pressure, unsafe feeling on campus.",Tired. Approach deadlines. Group work costs energy.,1313,8,Nee,7,masters jaar 1,bouwkunde (bk)
,,1314,6,Yes,8,masters 2nd year +,architecture and the built environment (a&be)
"I'm paying too much in tuition, and since the next academic year is going to be my thesis period, I will be consuming virtualy 0 university resources. Therefore, My Tuition Should be dramatically Discounted because I am Contributing No Expenses to the University.",Extreme stress,1315,3,No,3,masters 2nd year +,"electrical engineering, mathematic, and computer sciences (eemcs)"
seclusion,,1316,5,Nee,3,bachelor jaar 3,industrieel ontwerpen (io)
Feeling of real studying is missing,,1317,6,Nee,5,bachelor jaar 1,industrieel ontwerpen (io)
"Because I did a year of dream team, I don't know anyone in this year. Because of Corona I can't really get to know people.",,1318,7,Nee,7,bachelor jaar 2,"electrotechniek, wiskunde & informatica (ewi)"
,,1319,6,No,7,masters 2nd year +,"electrical engineering, mathematic, and computer sciences (eemcs)"
,,1320,5,Yes,4,masters 2nd year +,"electrical engineering, mathematic, and computer sciences (eemcs)"
"Working online at your computer for whole days is very tiring and in my case has sometimes led to a headache, but it is still a kind of mandatory because of the high workload, especially in the first year because the BSA has to be achieved here",,1321,7,Nee,8,bachelor jaar 1,"werktuigbouwkunde, maritieme techniek & technische materiaalwetenschappen (3me)"
,,1322,5,No,6,bachelor 3rd year,applied sciences (as)
,,1323,9,No,8,masters 1st year,aerospace engineering (ae)
At home education is all pleased from studying,,1324,7,Ja,8,bachelor jaar 3,"electrotechniek, wiskunde & informatica (ewi)"
"Bad communication from the faculty. Discouraged the danger of Covid, on-campus keep pushing. Denying the seriousness of the situation, at the last minute still have to switch to online education and to be very poorly prepared for it.","Tired, stressed",1325,6,Nee,6,masters jaar 2 +,luchtvaart- en ruimtevaarttechniek (lr)
"No guidance, no contact with students / professors.",,1326,7,Nee,6,masters jaar 2 +,"electrotechniek, wiskunde & informatica (ewi)"
"Online education gives little motivation, the distance between teachers and students has grown as well as the distance among themselves between students",,1327,8,Nee,7,masters jaar 1,civiele techniek & geowetenschappen (citg)
,,1328,,,,,architecture and the built environment (a&be)
Insulation of fellow students by not being in the vicinity of others since there was no reason to only go to rooms during Lockdown,,1329,9,Nee,8,bachelor jaar 1,luchtvaart- en ruimtevaarttechniek (lr)
"A number of professors indicated that there is certainly more room to give lessons, but for some reason that does not happen. I wonder why not. Does the TU do not want that or do the professors themselves don't feel like making an effort?","Many projects on each other and an oral that will come up next week that there is stress. The weather, on the other hand, is fine today.",1330,7,Nee,7,masters jaar 1,civiele techniek & geowetenschappen (citg)
,,1331,2,Yes,3,masters 2nd year +,"electrical engineering, mathematic, and computer sciences (eemcs)"
"Only are the contact with fellow students, no motivation, too little exercise and not enough to come out","Today was a busy day, now with the nice weather I find it more difficult to concentrate and motivate myself to work",1332,8,Nee,8,masters jaar 1,civiele techniek & geowetenschappen (citg)
"Not really, I Liked the Questionaire, I Hope it Helps.",,1333,4,No,5,bachelor 1st year,applied sciences (as)
"Feeling lonely, concentrating for a longer period (long hours and many days in a row) in a small room","Is fine, but life is sometimes tough",1334,8,Nee,7,masters jaar 2 +,technische natuurwetenschappen (tnw)
,stressed and about our time due to the time difference,1335,3,Nee,2,masters jaar 1,bouwkunde (bk)
,,1336,3,No,3,masters 1st year,"electrical engineering, mathematic, and computer sciences (eemcs)"
,,1337,6,No,7,masters 1st year,"electrical engineering, mathematic, and computer sciences (eemcs)"
I think if Tu Delft Really Needs to Support the Students More. It or Feels Like a Place Where Professors Mind Their Own Business and We Have To Constantly Bother Them to Get Our Work Done a. Also the High Tuition Fees For International Students Need to Be Re Assessed A,Just Abit Lost and Uncertain about Next Moves Post Graduation.,1338,7,Yes,5,masters 2nd year +,architecture and the built environment (a&be)
